SID,MAX_WIND_SPEED,MAX_WIND_PRESSURE
1980300N08137,45,1000
2016244N21123,70,1000
2014184N08147,100,1000
1997232N14136,80,998
1998321N11117,35,998
1999213N12144,45,992
1985226N23126,65,996
1989235N22146,35,1002
2017354N08134,70,998
2000245N14157,95,1000
2003011N02180,35,1000
2020234N19123,85,1000
1993353N05159,60,996
2004216N16166,75,998
1982247N11147,80,994
1994222N11267,140,1010
1981286N10150,85,996
2022099N11128,40,1000
1983212N06151,120,998
1980219N15165,90,998
1984336N05156,100,998
1977243N05156,110,992
2019322N11144,55,1002
1985199N08143,70,1000
1978217N16129,40,990
1989291N05158,85,998
2004164N06139,100,998
1999254N18142,45,998
1999288N12129,45,998
